completed_time,form additional_comments,form algae_quantity,form anoph_present,form barcode_recording falcon_barcode,form barcode_recording scan_barcode,form case case_id,form collection_date,form county,form culicine_present,form distance_from_site,form distance_to_nearest_animal_shelter,form distance_to_nearest_hse,form drainage_source | car_wash,form drainage_source | extra,form drainage_source | hotel_food_kiosk,form drainage_source | market_place,form drainage_source | other,form drainage_source | public_toilets,form drainage_source | residential_outlets,form drainage_source | salon_barber_shop,form drainage_source | unknown,form drainage_source | water_point,form geographical_information village_name,form gps_coordinates: accuracy (meters),form gps_coordinates: altitude (meters),form gps_coordinates: latitude (degrees),form gps_coordinates: longitude (degrees),form habitat_nature,form habitat_size,form interviewer,form other_breeding_site,form other_drainage_channel_source,form predators_present,form season,form shade,form site_code,form site_gps,form site_lat,form site_loc,form site_long,form site_photo,form subcase_0 case case_id,form subcounty,form sublocation,form transect,form type_of_breeding_site,form type_of_water,form vegetation_present,form water_appearance,form water_depth,form water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-10-15T09:06:34.203000Z,none,none,no,---,---,90272ef8a94848a0af97bca7d63f8465,2025-10-15,Wajir,no,1619,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,Cdf,5.0,404.5,2.4894482,39.5774828,temporary,more_than_250m,Halima Banin Omar,---,---,no,dry_season,fully_shaded,GP45,2.493487798 39.56348789,2.493487798,2.493487798 39.56348789,39.56348789,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/8fb0f1bf-591b-47c4-b4a5-e53d1489b53d/1760519174099.jpg,---,Eldas,Eldas,rural,Water collection point puddle,stagnant,yes,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8fb0f1bf-591b-47c4-b4a5-e53d1489b53d/,8fb0f1bf-591b-47c4-b4a5-e53d1489b53d,gp45,8fb0f1bf-591b-47c4-b4a5-e53d1489b53d,2025-10-15T09:06:35.314575Z,2025-10-15T09:02:46.247000Z,gp45
2025-10-15T09:15:55.728000Z,none,none,no,---,---,90272ef8a94848a0af97bca7d63f8465,2025-10-15,Wajir,no,1587,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,aldasdeputyCommissioner,3.5,396.4,2.4905365,39.5774562,temporary,more_than_250m,Halima Banin Omar,---,---,no,dry_season,fully_shaded,GP45,2.493487798 39.56348789,2.493487798,2.493487798 39.56348789,39.56348789,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/83c4426c-951a-4286-b379-eacac4389612/1760519735831.jpg,---,Eldas,Eldas,rural,Man-made construction water reservoir,flowing,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/83c4426c-951a-4286-b379-eacac4389612/,83c4426c-951a-4286-b379-eacac4389612,gp45,83c4426c-951a-4286-b379-eacac4389612,2025-10-15T09:15:58.669430Z,2025-10-15T09:11:39.874000Z,gp45
2025-10-15T09:27:46.167000Z,none,none,no,---,---,90272ef8a94848a0af97bca7d63f8465,2025-10-15,Wajir,no,1291,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,districTAGRIGULTOFFICE,4.3,401.3,2.4899817,39.5745633,temporary,between_100m_250m,Halima Banin Omar,---,---,no,dry_season,not_shaded,GP45,2.493487798 39.56348789,2.493487798,2.493487798 39.56348789,39.56348789,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/fc252b42-a19e-46b9-999f-7510964ac9d8/1760520450173.jpg,---,Eldas,Eldas,rural,Water collection point puddle,flowing,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/fc252b42-a19e-46b9-999f-7510964ac9d8/,fc252b42-a19e-46b9-999f-7510964ac9d8,gp45,fc252b42-a19e-46b9-999f-7510964ac9d8,2025-10-15T09:27:47.752563Z,2025-10-15T09:22:36.225000Z,gp45
2025-10-15T13:11:23.091000Z,,none,yes,TNR50223,TNR50223,993fc39e6d1849cf9a988afe690d54b1,2025-10-15,Tana River,yes,493,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,garsen,4.09,-8.0,-2.2670183,40.1101233,temporary,less_than_10m,Hancy Buduko Funana,---,---,yes,dry_season,not_shaded,GP50,-2.27132459 40.11117607,-2.27132459,-2.27132459 40.11117607,40.11117607,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6cced004-e888-4ec4-991e-ce2a610789f9/1760533799560.jpg,3cc21c96-d5be-479d-b6b5-5374f5c7e275,Garsen,Chira,peri-urban,Tin/ plastic container,stagnant,no,dark,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6cced004-e888-4ec4-991e-ce2a610789f9/,6cced004-e888-4ec4-991e-ce2a610789f9,gp50,6cced004-e888-4ec4-991e-ce2a610789f9,2025-10-15T13:11:25.637651Z,2025-10-15T13:06:47.866000Z,gp50
2025-10-16T03:46:37.993000Z,not applicable,moderate,yes,TRK2322A,TRK2322A,53f39df23fdc421cafa5ba9bffabd101,2025-10-16,Turkana,yes,302,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,choro,4.09,596.5,2.8954808,35.2743948,temporary,less_than_10m,Daniel Lomoe,---,---,yes,dry_season,partially_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6becceb5-609e-4d7a-bdd9-479d58bbb0e4/1760586260668.jpg,450663aa-962d-4f62-87f5-157055eee167,Loima,Lorugum,peri-urban,River,stagnant,yes,polluted,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6becceb5-609e-4d7a-bdd9-479d58bbb0e4/,6becceb5-609e-4d7a-bdd9-479d58bbb0e4,gp23,6becceb5-609e-4d7a-bdd9-479d58bbb0e4,2025-10-16T03:46:39.875709Z,2025-10-16T03:42:40.902000Z,gp23
2025-10-16T03:53:45.838000Z,notcapplicable,moderate,yes,TRK2322R,TRK2322R,53f39df23fdc421cafa5ba9bffabd101,2025-10-16,Turkana,yes,210,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,choro,4.24,583.9,2.8954089,35.2735108,temporary,less_than_10m,Daniel Lomoe,---,---,yes,dry_season,partially_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a012a7db-9dbd-4391-93c2-e629b87aee29/1760586765056.jpg,18e216cc-79b5-4b36-8106-8e7b7e63edd9,Loima,Lorugum,peri-urban,River,stagnant,yes,polluted,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a012a7db-9dbd-4391-93c2-e629b87aee29/,a012a7db-9dbd-4391-93c2-e629b87aee29,gp23,a012a7db-9dbd-4391-93c2-e629b87aee29,2025-10-16T03:53:47.455938Z,2025-10-16T03:50:47.130000Z,gp23
2025-10-16T04:12:30.768000Z,,scarce,no,---,---,99db7320dcad41be8162623a5f3d209c,2025-10-16,West Pokot,no,719,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kachambiliwa,4.91,788.0,1.9145154,35.3633926,temporary,between_10m_100m,Emmanuel Chepkombe,---,---,no,dry_season,not_shaded,GP44,1.920951507 35.36280608,1.920951507,1.920951507 35.36280608,35.36280608,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2b7dde7e-4442-4745-b564-db4bb84f8669/1760587941683.jpg,---,West Pokot,Kasitei,rural,Flood plain,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2b7dde7e-4442-4745-b564-db4bb84f8669/,2b7dde7e-4442-4745-b564-db4bb84f8669,gp44,2b7dde7e-4442-4745-b564-db4bb84f8669,2025-10-16T04:12:33.320903Z,2025-10-16T04:08:43.353000Z,gp44
2025-10-16T04:18:10.162000Z,,none,no,---,---,99db7320dcad41be8162623a5f3d209c,2025-10-16,West Pokot,no,769,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kachambiliwa,5.0,775.0,1.9140567,35.3632985,temporary,between_10m_100m,Emmanuel Chepkombe,---,---,yes,dry_season,not_shaded,GP44,1.920951507 35.36280608,1.920951507,1.920951507 35.36280608,35.36280608,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f5081591-20e4-4722-a7f3-6100bedf2408/1760588283397.jpg,---,West Pokot,Kasitei,rural,Ditch,flowing,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f5081591-20e4-4722-a7f3-6100bedf2408/,f5081591-20e4-4722-a7f3-6100bedf2408,gp44,f5081591-20e4-4722-a7f3-6100bedf2408,2025-10-16T04:18:12.984262Z,2025-10-16T04:14:27.221000Z,gp44
2025-10-13T13:15:42.909000Z,,none,no,---,---,35dfb0597a894f02b935ae4ab3c6938e,2025-10-13,Wajir,no,248,more_than_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kursi,1.7,154.6,1.1030767,40.2624,temporary,less_than_10m,Sowda Ahmed Bulle,---,---,no,dry_season,fully_shaded,GP30,1.101784357 40.26058869,1.101784357,1.101784357 40.26058869,40.26058869,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/0a295ab9-61cb-492f-b66c-523e4bef3215/1760361330536.jpg,---,Wajir South,Macheza,peri-urban,Tank,stagnant,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0a295ab9-61cb-492f-b66c-523e4bef3215/,0a295ab9-61cb-492f-b66c-523e4bef3215,gp30,0a295ab9-61cb-492f-b66c-523e4bef3215,2025-10-16T05:27:57.461439Z,2025-10-13T13:11:23.698000Z,gp30
2025-10-16T06:21:24.396000Z,,none,no,---,---,14b4689a86154b68a38a5139f21b80dd,2025-10-16,Marsabit,no,1719,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Badasa,4.4,934.0,2.2582219,38.0435461,temporary,less_than_10m,Galgallo Huqa,---,---,no,dry_season,partially_shaded,GP37,2.246952826 38.03296372,2.246952826,2.246952826 38.03296372,38.03296372,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2df33a56-7807-4d50-b4cc-a630a93bac38/1760595662565.jpg,---,Saku,Badasa,rural,Tank,stagnant,yes,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2df33a56-7807-4d50-b4cc-a630a93bac38/,2df33a56-7807-4d50-b4cc-a630a93bac38,gp37,2df33a56-7807-4d50-b4cc-a630a93bac38,2025-10-16T06:21:26.952999Z,2025-10-16T06:16:11.077000Z,gp37
2025-10-16T06:39:54.218000Z,,moderate,yes,TRK1522S,TRK1522S,c60616a4aaaf4a9da3c430fa16b11b4c,2025-10-16,Turkana,yes,1829,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,kangagetei,4.09,421.0,3.1412567,35.8804583,temporary,between_10m_100m,Evans Ngala,---,---,yes,dry_season,partially_shaded,GP15,3.141020014 35.86398695,3.141020014,3.141020014 35.86398695,35.86398695,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/64062d36-8432-48bb-917c-e6fbd0b6f201/1760596760391.jpg,bec870b4-d6d0-488c-9d82-90130c12c781,Turkana Central,Kangagetei,rural,River,stagnant,no,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/64062d36-8432-48bb-917c-e6fbd0b6f201/,64062d36-8432-48bb-917c-e6fbd0b6f201,gp15,64062d36-8432-48bb-917c-e6fbd0b6f201,2025-10-16T06:39:56.805554Z,2025-10-16T06:36:53.027000Z,gp15
2025-10-16T06:57:34.825000Z,,---,---,---,---,88b8ea2dd7a841bdb9bad02309d52de2,2025-10-16,Turkana,---,2023,---,---,---,---,---,---,---,---,---,---,---,---,Echor,4.09,585.4,3.7839068,35.4801485,---,---,Ebei Loroti Carlmax,---,---,---,---,---,GP26,3.794058063 35.46502709,3.794058063,3.794058063 35.46502709,35.46502709,---,---,Turkana North,Kanukurudio,---,---,---,---,---,---,---,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/e0c4c824-b8e6-42f1-afcf-502e015a0eb7/,e0c4c824-b8e6-42f1-afcf-502e015a0eb7,gp26,e0c4c824-b8e6-42f1-afcf-502e015a0eb7,2025-10-16T06:57:34.901778Z,2025-10-16T06:56:23.620000Z,gp26
2025-10-16T07:06:18.039000Z,,none,yes,TRK26229,TRK26229,88b8ea2dd7a841bdb9bad02309d52de2,2025-10-16,Turkana,yes,1956,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,Abarait,2.38,585.59,3.7845359,35.4798471,temporary,between_10m_100m,Ebei Loroti Carlmax,---,---,no,rainy_season,partially_shaded,GP26,3.794058063 35.46502709,3.794058063,3.794058063 35.46502709,35.46502709,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/f9514ae8-b8ea-4d47-9c8c-87fdea177a24/1760598322632.jpg,13627224-81c0-48a4-8792-42e444fd67cb,Turkana North,Kanukurudio,rural,Pit,stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/f9514ae8-b8ea-4d47-9c8c-87fdea177a24/,f9514ae8-b8ea-4d47-9c8c-87fdea177a24,gp26,f9514ae8-b8ea-4d47-9c8c-87fdea177a24,2025-10-16T07:06:18.040822Z,2025-10-16T07:01:48.914000Z,gp26
2025-10-16T07:08:48.707000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-10-16,Garissa,no,814,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,township,6.85,123.9,-0.4543478,39.6463503,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d602ae21-65d8-40b5-9b72-2a6df3401786/1760598524598.jpg,---,Garissa,Iftin,urban,Drainage channel,stagnant,yes,polluted,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d602ae21-65d8-40b5-9b72-2a6df3401786/,d602ae21-65d8-40b5-9b72-2a6df3401786,gp14,d602ae21-65d8-40b5-9b72-2a6df3401786,2025-10-16T07:08:48.734040Z,2025-10-16T07:04:03.089000Z,gp14
2025-10-16T07:18:33.323000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-10-16,Garissa,yes,808,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,township,5.92,120.9,-0.4543859,39.6461554,temporary,less_than_10m,Feisal Ahmed Derow,---,---,yes,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/cdb83c72-f066-4dfb-82ca-7cc95c4f6824/1760599104936.jpg,---,Garissa,Iftin,urban,Drainage channel,seepage,no,dark,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/cdb83c72-f066-4dfb-82ca-7cc95c4f6824/,cdb83c72-f066-4dfb-82ca-7cc95c4f6824,gp14,cdb83c72-f066-4dfb-82ca-7cc95c4f6824,2025-10-16T07:18:33.287375Z,2025-10-16T07:10:14.176000Z,gp14
2025-10-16T07:21:00.455000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-10-16,Garissa,no,819,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,township,5.61,120.9,-0.4542937,39.6462697,permanent,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/c0bd2cb1-5f82-4a07-b788-fccf5a3d410d/1760599256872.jpg,---,Garissa,Iftin,urban,Ditch,stagnant,no,polluted,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/c0bd2cb1-5f82-4a07-b788-fccf5a3d410d/,c0bd2cb1-5f82-4a07-b788-fccf5a3d410d,gp14,c0bd2cb1-5f82-4a07-b788-fccf5a3d410d,2025-10-16T07:20:59.744840Z,2025-10-16T07:19:25.766000Z,gp14
2025-10-16T07:48:42.030000Z,,none,no,---,---,f05d627f70764cefbe70bd724044e233,2025-10-16,Garissa,no,845,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,township,4.42,120.9,-0.4540627,39.6462847,temporary,less_than_10m,Feisal Ahmed Derow,---,---,no,dry_season,not_shaded,GP14,-0.461641056 39.64582053,-0.461641056,-0.461641056 39.64582053,39.64582053,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6a3c44b4-3e43-4c23-b522-0e2c1a248eec/1760600916081.jpg,---,Garissa,Iftin,urban,Ditch,stagnant,no,polluted,less_than_10cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6a3c44b4-3e43-4c23-b522-0e2c1a248eec/,6a3c44b4-3e43-4c23-b522-0e2c1a248eec,gp14,6a3c44b4-3e43-4c23-b522-0e2c1a248eec,2025-10-16T07:48:42.108751Z,2025-10-16T07:27:01.938000Z,gp14
2025-10-16T08:19:32.225000Z,,abundant,yes,SMR2823K,SMR2823K,efdc2d92a2e845d89b10f6294f4c603f,2025-10-16,Samburu,yes,186,between_100m_500m,between_100m_500m,,,,,,,,,,1,aduum,6.2,868.0,0.7703094,37.5573296,permanent,less_than_10m,Silvano Lesupeer,---,---,yes,dry_season,partially_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/04e51717-eda6-4138-bdf8-88fb3162935d/1760602740763.jpg,35b6b091-e80a-4394-97ab-045a1f6feb0f,Samburu East,Lerata,rural,Drainage channel,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/04e51717-eda6-4138-bdf8-88fb3162935d/,04e51717-eda6-4138-bdf8-88fb3162935d,gp28,04e51717-eda6-4138-bdf8-88fb3162935d,2025-10-16T08:19:35.092058Z,2025-10-16T08:14:14.659000Z,gp28
2025-10-16T08:40:09.702000Z,,none,yes,SMR2823F,SMR2823F,efdc2d92a2e845d89b10f6294f4c603f,2025-10-16,Samburu,yes,222,between_100m_500m,between_100m_500m,,,,,,,,,,1,aduum,6.41,887.0,0.7705507,37.5579594,permanent,between_10m_100m,Silvano Lesupeer,---,---,yes,dry_season,not_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/bba621e1-59f7-4608-9243-a6cfc17f3e18/1760603950336.jpg,d026799f-8af7-4433-980d-35465d607dcb,Samburu East,Lerata,rural,Drainage channel,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/bba621e1-59f7-4608-9243-a6cfc17f3e18/,bba621e1-59f7-4608-9243-a6cfc17f3e18,gp28,bba621e1-59f7-4608-9243-a6cfc17f3e18,2025-10-16T08:40:12.575640Z,2025-10-16T08:35:17.242000Z,gp28
2025-10-16T09:00:54.439000Z,,none,no,---,---,cf93bd3f065f4dce997650eb12027e56,2025-10-16,Baringo,yes,441,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,center,5.0,1201.0,1.1670762,35.9006943,temporary,less_than_10m,Damaris Plimo,---,---,no,rainy_season,partially_shaded,GP07,1.171040261 35.90064078,1.171040261,1.171040261 35.90064078,35.90064078,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a837fa02-1889-4d69-a760-ea85888d9a10/1760605247741.jpg,---,East Pokot,Barpello,rural,Water collection point puddle,stagnant,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a837fa02-1889-4d69-a760-ea85888d9a10/,a837fa02-1889-4d69-a760-ea85888d9a10,gp07,a837fa02-1889-4d69-a760-ea85888d9a10,2025-10-16T09:00:56.566870Z,2025-10-16T08:57:36.210000Z,gp07
2025-10-16T09:04:02.835000Z,,scarce,no,---,---,cf93bd3f065f4dce997650eb12027e56,2025-10-16,Baringo,no,453,less_than_100m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,center,2.5,1187.0,1.1669712,35.9006289,temporary,between_10m_100m,Damaris Plimo,---,---,yes,rainy_season,partially_shaded,GP07,1.171040261 35.90064078,1.171040261,1.171040261 35.90064078,35.90064078,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/93c3b3c2-fe9e-4b25-b33d-518fa7de7549/1760605437464.jpg,---,East Pokot,Barpello,rural,River,stagnant,yes,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/93c3b3c2-fe9e-4b25-b33d-518fa7de7549/,93c3b3c2-fe9e-4b25-b33d-518fa7de7549,gp07,93c3b3c2-fe9e-4b25-b33d-518fa7de7549,2025-10-16T09:04:05.625387Z,2025-10-16T09:02:26.888000Z,gp07
2025-10-16T09:07:03.178000Z,,abundant,yes,SMR2823C,SMR2823C,efdc2d92a2e845d89b10f6294f4c603f,2025-10-16,Samburu,yes,445,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,lukumae,6.0,862.0,0.7720173,37.5595203,permanent,between_10m_100m,Silvano Lesupeer,---,---,yes,dry_season,partially_shaded,GP28,0.768639176 37.55738614,0.768639176,0.768639176 37.55738614,37.55738614,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/5890cb0a-5528-4fad-9a5a-5d51b4d0c1b5/1760605587577.jpg,88ca3658-51c9-4f04-98f8-497bc5c867a4,Samburu East,Lerata,rural,Water collection point puddle,stagnant,no,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/5890cb0a-5528-4fad-9a5a-5d51b4d0c1b5/,5890cb0a-5528-4fad-9a5a-5d51b4d0c1b5,gp28,5890cb0a-5528-4fad-9a5a-5d51b4d0c1b5,2025-10-16T09:07:06.365472Z,2025-10-16T09:03:43.284000Z,gp28
2025-10-16T09:07:51.107000Z,,scarce,no,---,---,cf93bd3f065f4dce997650eb12027e56,2025-10-16,Baringo,no,494,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,tunat,3.08,1193.0,1.1665985,35.9007207,temporary,between_10m_100m,Damaris Plimo,---,---,yes,rainy_season,partially_shaded,GP07,1.171040261 35.90064078,1.171040261,1.171040261 35.90064078,35.90064078,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/5e10f9a0-36dc-4e97-a50f-e0993e5461a6/1760605666155.jpg,---,East Pokot,Barpello,rural,River,stagnant,no,clear,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/5e10f9a0-36dc-4e97-a50f-e0993e5461a6/,5e10f9a0-36dc-4e97-a50f-e0993e5461a6,gp07,5e10f9a0-36dc-4e97-a50f-e0993e5461a6,2025-10-16T09:07:53.294916Z,2025-10-16T09:05:59.320000Z,gp07
2025-10-16T09:50:29.280000Z,,none,no,---,---,046326c39b5f4a55bf82a9ef8b39ba03,2025-10-16,West Pokot,yes,929,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Kotoruk village,2.4,2010.0,1.2670721,35.0974755,permanent,less_than_10m,Elizabeth Chepowon,---,---,yes,dry_season,partially_shaded,-04,1.258727542 35.09778471,1.258727542,1.258727542 35.09778471,35.09778471,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b1011493-5adb-41c9-93cb-65af4fe18bb5/1760608211624.jpg,---,West Pokot,Mwotot,rural,Swamp,flowing,yes,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b1011493-5adb-41c9-93cb-65af4fe18bb5/,b1011493-5adb-41c9-93cb-65af4fe18bb5,gp54,b1011493-5adb-41c9-93cb-65af4fe18bb5,2025-10-16T09:50:28.859776Z,2025-10-16T09:44:18.923000Z,gp54
2025-10-11T08:15:15.262000Z,,none,no,---,---,612a005e68cc49ee9f4662b1d2c02b62,2025-10-11,Wajir,yes,416,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,wagberi,1.48,885.7,3.367565,39.57106,permanent,between_10m_100m,Abdinoor Hassan Gabon,---,---,yes,dry_season,not_shaded,GP43,3.366466363 39.57463712,3.366466363,3.366466363 39.57463712,39.57463712,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/30be103b-bec9-407d-a0d7-f7e3ae21e524/1760170503102.jpg,---,Wajir North,Gurar,rural,Tank,stagnant,no,clear,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/30be103b-bec9-407d-a0d7-f7e3ae21e524/,30be103b-bec9-407d-a0d7-f7e3ae21e524,gp43,30be103b-bec9-407d-a0d7-f7e3ae21e524,2025-10-16T13:41:41.482788Z,2025-10-11T08:13:04.859000Z,gp43
2025-10-16T13:59:10.481000Z,,none,no,---,---,daebc9391a184cf4a38cad5bd3c55235,2025-10-16,Garissa,no,653,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,derkenley,4.59,96.5,0.1553283,40.3247967,permanent,less_than_10m,Isse Mohamud Abdi,---,---,no,dry_season,not_shaded,GP49,0.14946548 40.32459386,0.14946548,0.14946548 40.32459386,40.32459386,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/7302ed80-ab1c-4131-a569-5e2d721d6be6/1760623135393.jpg,---,Dadaab,Labisigale,urban,Tank,stagnant,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/7302ed80-ab1c-4131-a569-5e2d721d6be6/,7302ed80-ab1c-4131-a569-5e2d721d6be6,gp49,7302ed80-ab1c-4131-a569-5e2d721d6be6,2025-10-16T13:59:11.584008Z,2025-10-16T13:56:31.708000Z,gp49
2025-10-16T14:06:28.800000Z,,none,yes,TRK52228,TRK52228,1fb22e772b6f4f69a1b3e917dbc67eb9,2025-10-16,Turkana,no,1216,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nalepot dam,4.8,615.1,4.1985583,34.36263,permanent,less_than_10m,Catherine Lowalan,---,---,no,rainy_season,not_shaded,GP52,4.208459858 34.35798572,4.208459858,4.208459858 34.35798572,34.35798572,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/4d5dd274-e371-481c-9412-795e80f34958/1760623559767.jpg,02ef9ac2-aeb1-433e-8f13-cad0af09ca66,Turkana West,Lopiding,peri-urban,Dam,stagnant,yes,turbid_cloudy,between_10cm_50cm,natural,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/4d5dd274-e371-481c-9412-795e80f34958/,4d5dd274-e371-481c-9412-795e80f34958,gp52,4d5dd274-e371-481c-9412-795e80f34958,2025-10-16T14:06:30.189968Z,2025-10-16T14:02:54.554000Z,gp52
